STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,GRC,Greece,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,5726012,,GRC,Greece,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,FRA,France,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,38737990,,FRA,France,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,1816700,,CRI,Costa Rica,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CHL,Chile,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,5577689,,CHL,Chile,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,NLD,Netherlands,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,8827709,,NLD,Netherlands,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ESP,Spain,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,25222554,,ESP,Spain,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,POL,Poland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,26457659,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,NOR,Norway,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,2906012,,NOR,Norway,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,LTU,Lithuania,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,1649549,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CHE,Switzerland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,4721280,,CHE,Switzerland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,LVA,Latvia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,769723,,LVA,Latvia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CZE,Czechia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,6305934,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,40197056,,ITA,Italy,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,SVN,Slovenia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,1221730,,SVN,Slovenia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,KOR,Korea,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,20952759,,KOR,Korea,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,DNK,Denmark,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,2785426,,DNK,Denmark,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,FIN,Finland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,3677529,,FIN,Finland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,5150890,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,849294,,EST,Estonia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,TUR,Türkiye,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,14269352,,TUR,Türkiye,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,48498569,,DEU,Germany,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,48720180,,DEU,Germany,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,TUR,Türkiye,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,15221134,,TUR,Türkiye,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,5185006,,AUT,Austria,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,DNK,Denmark,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,2798945,,DNK,Denmark,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,KOR,Korea,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,21390202,,KOR,Korea,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,LVA,Latvia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,781690,,LVA,Latvia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CHE,Switzerland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,4760948,,CHE,Switzerland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,FRA,France,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,38930071.5,,FRA,France,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,GRC,Greece,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,5877759,,GRC,Greece,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,HUN,Hungary,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,4168418,,HUN,Hungary,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,SWE,Sweden,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,4970187,,SWE,Sweden,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,6018984,,BEL,Belgium,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,SVK,Slovak Republic,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,2643754,,SVK,Slovak Republic,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,GRC,Greece,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2000,,6027946,,GRC,Greece,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,USA,United States,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2012,,109834271.51999998,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,PRT,Portugal,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2021,,5632644,,PRT,Portugal,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,USA,United States,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2021,,272473578.577,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,USA,United States,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,273833322.4933912,,USA,United States,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,MEX,Mexico,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,36568004,,MEX,Mexico,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,IRL,Ireland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,2335050,,IRL,Ireland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,PRT,Portugal,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2022,,5778584,,PRT,Portugal,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,PRT,Portugal,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,5847610,,PRT,Portugal,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,IRL,Ireland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,2404140,,IRL,Ireland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,865764,,EST,Estonia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,FIN,Finland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,3718627,,FIN,Finland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,SVN,Slovenia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,1245586,,SVN,Slovenia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,40899361,,ITA,Italy,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CZE,Czechia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,6512774,,CZE,Czechia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,MEX,Mexico,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,38039898,,MEX,Mexico,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,LTU,Lithuania,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,1698901,,LTU,Lithuania,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,NOR,Norway,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,2876692,,NOR,Norway,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,POL,Poland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,27227691,,POL,Poland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ESP,Spain,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,25356594,,ESP,Spain,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2023,,1894353,,CRI,Costa Rica,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2024,,6077761,,BEL,Belgium,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,SWE,Sweden,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2024,,4969457,,SWE,Sweden,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,HUN,Hungary,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2024,,4262765,,HUN,Hungary,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,GRC,Greece,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2024,,6027946,,GRC,Greece,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,FRA,France,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2024,,39257092,,FRA,France,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2024,,2058749,,CRI,Costa Rica,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ESP,Spain,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2024,,25245549,,ESP,Spain,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,NOR,Norway,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2024,,2879728,,NOR,Norway,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,DNK,Denmark,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2024,,2827864,,DNK,Denmark,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,FIN,Finland,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2024,,3755626,,FIN,Finland,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2024,,869666,,EST,Estonia,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,TUR,Türkiye,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2024,,16232458,,TUR,Türkiye,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2024,,49054268,,DEU,Germany,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ISR,Israel,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2005,,1609932,,ISR,Israel,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ISR,Israel,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2006,,1667647,,ISR,Israel,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ISR,Israel,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2007,,1759739,,ISR,Israel,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ISR,Israel,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2008,,1853908,,ISR,Israel,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ISR,Israel,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2009,,1920183,,ISR,Israel,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ISR,Israel,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2010,,2022552,,ISR,Israel,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ISR,Israel,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2011,,2129454,,ISR,Israel,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ISR,Israel,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2012,,2207438,,ISR,Israel,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.CFE.EDS:DSD_REG_SOC@DF_VEH(2.2),Private road vehicles - Regions,I,A,Annual,CTRY,Country,ISR,Israel,_Z,Not applicable,VEH_STOCK_TOTAL,"Vehicles fleet, total",_Z,Not applicable,_Z,Not applicable,UT,Units,2013,,2296384,,ISR,Israel,A,Normal value,0,Units,0,Zero
